identifier	precision	rs_classification	probas
MONDO:0700065	low	03-disease-area	[0.000417954809235181, 0.0012396090027082085, 0.9983424361880567]
MONDO:0700066	high	01-disease-subtype	[0.9961982338876069, 0.002479280064156604, 0.00132248604823643]
MONDO:0700067	medium	02-disease-root	[0.0036222184545681184, 0.9963642401434759, 1.354140195609828e-05]
MONDO:0700068	high	01-disease-subtype	[0.9951806159800058, 0.004114444608839719, 0.0007049394111544937]
MONDO:0700069	medium	02-disease-root	[0.0029588047721549027, 0.997029630956086, 1.1564271759251605e-05]
MONDO:0700070	medium	02-disease-root	[0.0031483862503296736, 0.9968509919584065, 6.217912638793197e-07]
MONDO:0700071	medium	02-disease-root	[0.0013655190769208479, 0.9986221355786685, 1.2345344410772447e-05]
MONDO:0700075	high	01-disease-subtype	[0.999174320803481, 0.0008207962007192886, 4.882995799807384e-06]
MONDO:0700080	high		[0.8857750834313886, 0.11178063414006059, 0.0024442824285508384]
MONDO:0700084	medium	02-disease-root	[0.0016472606805815796, 0.9983177224989417, 3.5016820476604834e-05]
MONDO:0700085	medium	02-disease-root	[0.0017966644848640958, 0.9977249777867351, 0.00047835772840085504]
MONDO:0700086	low	03-disease-area	[2.78247220760983e-05, 0.000797810217873123, 0.9991743650600508]
MONDO:0700087	high	01-disease-subtype	[0.9999999728846131, 2.7029696420306063e-08, 8.569063680693726e-11]
MONDO:0700088	high	01-disease-subtype	[0.9998840649348695, 0.00011530962227771294, 6.254428527212463e-07]
MONDO:0700089	high	01-disease-subtype	[0.9999638751510815, 3.6124526932820736e-05, 3.219857123369734e-10]
MONDO:0700091	low	03-disease-area	[0.00015856709531819843, 4.6261156217405246e-05, 0.9997951717484644]
MONDO:0700112	high		[0.9999763962839125, 2.2556888909165753e-05, 1.0468271781691135e-06]
MONDO:0700116	medium		[0.06383365076236652, 0.9361108419795924, 5.5507258041241934e-05]
MONDO:0700117	medium		[0.006401714017042296, 0.9929288110340225, 0.0006694749489351235]
MONDO:0700120	medium	02-disease-root	[0.0001685882052695927, 0.9974172188851361, 0.002414192909594367]
MONDO:0700124	medium	02-disease-root	[3.942407323029584e-05, 0.9975008075072538, 0.0024597684195157587]
MONDO:0700125	medium	02-disease-root	[1.8235301857560594e-06, 0.9996208381941053, 0.00037733827570902637]
MONDO:0700220	low		[0.0005825165227573529, 0.006781502696896087, 0.9926359807803465]
MONDO:0700222	low		[0.008212548132669497, 0.0018484395044924692, 0.989939012362838]
MONDO:0700223	low		[6.189546471725794e-06, 7.15828421979357e-05, 0.9999222276113302]
MONDO:0700225	medium		[8.108679786748704e-06, 0.9963301414684371, 0.0036617498517759464]
MONDO:0800063	low		[0.27459155540966007, 0.27218593098085775, 0.45322251360948224]
MONDO:0800064	low		[0.04303167321324169, 0.036691232102744824, 0.9202770946840134]
MONDO:0800066	low		[0.00014423608600337928, 0.010100435806962262, 0.9897553281070344]
MONDO:0800075	medium		[0.009797878465987828, 0.9569158026689969, 0.03328631886501522]
MONDO:0800080	high		[0.8429632176954933, 0.08931784566528995, 0.06771893663921681]
MONDO:0800084	low		[0.0004030607708696065, 0.027569627542439183, 0.9720273116866913]
MONDO:0800085	low		[0.00010503739440067465, 0.33469749687757555, 0.6651974657280237]
MONDO:0800086	medium		[0.00014919794251065717, 0.998620194281734, 0.0012306077757554554]
MONDO:0800087	medium		[0.0014117013388477608, 0.9619362772843975, 0.0366520213767548]
MONDO:0800088	low		[4.357508649923477e-05, 0.00026813670217601333, 0.9996882882113248]
MONDO:0800089	medium		[0.0011328813859965926, 0.5698857941177317, 0.42898132449627174]
MONDO:0800090	medium		[0.0077215934279110335, 0.9788221223524352, 0.013456284219653768]
MONDO:0800091	medium		[0.0007579848797854565, 0.7964726893516048, 0.2027693257686098]
MONDO:0800092	medium		[0.03105605491874128, 0.8991397376405631, 0.06980420744069561]
MONDO:0800093	medium		[0.0042258930592938785, 0.8132854541233014, 0.18248865281740462]
MONDO:0800094	medium		[0.002790593247021615, 0.9804696761492485, 0.016739730603729967]
MONDO:0800095	medium		[0.08722268231745658, 0.909884538113435, 0.0028927795691084525]
MONDO:0800096	low		[0.030435171553081678, 0.0887107971969688, 0.8808540312499494]
MONDO:0800113	medium		[0.0013900501448521221, 0.9391662718935465, 0.05944367796160138]
MONDO:0800152	medium		[0.16744519864782423, 0.8150851042042679, 0.017469697147907914]
MONDO:0800153	low		[0.0745264741150691, 0.01184746863751872, 0.9136260572474122]
MONDO:0800159	high		[0.41994091082224677, 0.34318834199404086, 0.2368707471837123]
MONDO:0800166	medium		[0.007709264978578412, 0.9922884969299118, 2.2380915097736e-06]
MONDO:0800167	high		[0.9999690208294041, 3.097269825846693e-05, 6.472337263548904e-09]
MONDO:0800180	high		[0.9999443429902276, 5.474695874155119e-05, 9.100510308914212e-07]
MONDO:0800181	medium		[0.4824252685161723, 0.5165224681567594, 0.0010522633270683666]
MONDO:0800183	medium		[0.31903570954940413, 0.6764892196189626, 0.004475070831633173]
MONDO:0800207	high		[0.7079354372968432, 0.2912526081305245, 0.0008119545726323676]
MONDO:0800365	high		[0.9957668452989502, 0.004233125467061522, 2.9233988142164883e-08]
MONDO:0800373	medium		[0.0006284780790727188, 0.990938513380057, 0.00843300854087024]
MONDO:0800406	high		[0.695294444743306, 0.30468551709822117, 2.0038158472629127e-05]
MONDO:0850093	high		[0.8785426919767497, 0.12145618106893391, 1.1269543165085705e-06]
MONDO:0858940	high		[0.8935366779293711, 0.10641213372383414, 5.118834679469057e-05]
MONDO:0858956	high		[0.9954600719564123, 0.004527489910580312, 1.2438133007550696e-05]
MONDO:0859383	medium		[2.60518607813521e-05, 0.9998604742301687, 0.00011347390904983256]
MONDO:0859390	medium		[3.208571990649691e-07, 0.9999995809700777, 9.81727232360762e-08]
MONDO:0957001	low		[0.011776404326444579, 0.0572293700579, 0.9309942256156554]
MONDO:0957003	low		[2.1440066877268346e-05, 2.7866785766915287e-05, 0.9999506931473559]
MONDO:0957008	low		[3.985452828308195e-05, 0.0006102846979273805, 0.9993498607737896]
MONDO:0957009	low		[0.00010735611605969235, 0.0031022932458273874, 0.9967903506381129]
MONDO:0957024	medium		[0.03250371381474128, 0.5978429994989041, 0.36965328668635467]
MONDO:0957025	low		[0.0047826576979661875, 0.07587111094477526, 0.9193462313572585]
MONDO:0957097	medium		[1.5120962623344825e-05, 0.6823945958188479, 0.31759028321852883]
NCIT:C117245	medium	02-disease-root	[0.0004009254061177557, 0.9995949014997699, 4.173094112299166e-06]
NCIT:C74532	medium	02-disease-root	[0.0010839253270410309, 0.9987601615321645, 0.0001559131407946422]
NCIT:C95746	medium	02-disease-root	[0.0009746483227129412, 0.9990203235277128, 5.028149574206834e-06]
OTAR:0000003	medium	02-disease-root	[0.0012157894964406218, 0.9987713585733357, 1.2851930223545985e-05]
OTAR:0000006	low	03-disease-area	[3.1081992994866157e-12, 3.3282705990460265e-08, 0.9999999667141859]
OTAR:0000009	low		[4.804655540268218e-05, 0.00012306557528172514, 0.9998288878693157]
OTAR:0000010	low	03-disease-area	[2.703258400438185e-10, 6.08646467331164e-09, 0.9999999936432094]
OTAR:0000014	low	03-disease-area	[5.475957669575258e-07, 8.037737889193246e-08, 0.9999993720268541]
OTAR:0000017	low	03-disease-area	[1.7706692158133541e-10, 4.850973973666872e-09, 0.9999999949719591]
OTAR:0000018	low	03-disease-area	[5.0262761228665935e-06, 1.4536279352356046e-05, 0.9999804374445248]
OTAR:0000019	low	03-disease-area	[4.914870062403989e-05, 0.001618697850347292, 0.9983321534490287]
OTAR:0000020	low	03-disease-area	[1.214779333631289e-05, 2.754811382637674e-05, 0.9999603040928372]
Orphanet:100	medium	02-disease-root	[0.0026203939696522677, 0.9973794653664659, 1.4066388189279926e-07]
Orphanet:100006	high	01-disease-subtype	[0.9999878951441842, 1.2103673434641052e-05, 1.1823812554798484e-09]
Orphanet:100008	high	01-disease-subtype	[0.9999900782717213, 9.839654055583445e-06, 8.20742231778527e-08]
Orphanet:100031	high	01-disease-subtype	[0.9994223383357381, 0.0005750878537543818, 2.5738105074309076e-06]
Orphanet:100032	high	01-disease-subtype	[0.9997588704344691, 0.00024102480095992187, 1.0476457083459721e-07]
Orphanet:100033	high	01-disease-subtype	[0.9989420172763257, 0.001057873941568225, 1.0878210605228785e-07]
Orphanet:100043	high	01-disease-subtype	[0.9999313390943573, 6.865739516198247e-05, 3.5104807742647273e-09]
Orphanet:100044	high	01-disease-subtype	[0.9999959430220943, 4.056644662058853e-06, 3.3324366251454913e-10]
Orphanet:100045	high	01-disease-subtype	[0.9999429471818403, 5.704930090310792e-05, 3.5172566188492604e-09]
Orphanet:100046	high	01-disease-subtype	[0.9999711801181717, 2.8804456473022698e-05, 1.5425355447022374e-08]
Orphanet:100049	high	01-disease-subtype	[0.9978341128853909, 0.0016055292192683082, 0.000560357895340686]
Orphanet:1003	medium	02-disease-root	[0.0015099934369931047, 0.9984879140423149, 2.0925206919299724e-06]
Orphanet:1005	medium	02-disease-root	[0.0011902349049991543, 0.9988096852600732, 7.98349276292788e-08]
Orphanet:1008	medium	02-disease-root	[0.0008764735258495387, 0.9991235067002736, 1.9773876889549573e-08]
Orphanet:100978	medium	02-disease-root	[0.001966981480087335, 0.9980329659211304, 5.259878213921956e-08]
Orphanet:100984	high	01-disease-subtype	[0.999945795411413, 5.3935498288889315e-05, 2.6909029813263933e-07]
Orphanet:100985	high	01-disease-subtype	[0.9999309696817078, 6.888214043907341e-05, 1.4817785308477716e-07]
Orphanet:100986	high	01-disease-subtype	[0.9998300647324085, 0.00016961021366356007, 3.250539278672183e-07]
Orphanet:100988	high	01-disease-subtype	[0.9999371462087694, 6.243911266458529e-05, 4.146785659638472e-07]
Orphanet:100989	high	01-disease-subtype	[0.9999219616644347, 7.781808222432433e-05, 2.2025334103420668e-07]
Orphanet:100991	high	01-disease-subtype	[0.9999224300380019, 7.751592375049133e-05, 5.403824757391738e-08]
Orphanet:100993	high	01-disease-subtype	[0.9999740676604935, 2.591863006377036e-05, 1.3709442816327989e-08]
Orphanet:100994	high	01-disease-subtype	[0.9999642099257141, 3.5663434865942186e-05, 1.2663941989557562e-07]
Orphanet:100995	high	01-disease-subtype	[0.9999457089721812, 5.428197777693783e-05, 9.05004180046034e-09]
Orphanet:100996	high	01-disease-subtype	[0.9998704456011742, 0.00012950125303226134, 5.314579361914212e-08]
Orphanet:100997	high	01-disease-subtype	[0.9999229148744009, 7.70667095599536e-05, 1.8416039162079745e-08]
Orphanet:100998	high	01-disease-subtype	[0.9999474105971573, 5.244350671625698e-05, 1.4589612639782544e-07]
Orphanet:100999	high	01-disease-subtype	[0.9998607962005398, 0.00013908755617257542, 1.1624328771966293e-07]
Orphanet:101	high	01-disease-subtype	[0.9999993363492791, 6.635036896825119e-07, 1.4703128264664404e-10]
Orphanet:101003	high	01-disease-subtype	[0.9999286779079369, 7.124673048798171e-05, 7.53615751458119e-08]
Orphanet:101004	high	01-disease-subtype	[0.9997866881773055, 0.00021311908651870442, 1.927361756790238e-07]
Orphanet:101005	high	01-disease-subtype	[0.999805945401058, 0.00019402772368642382, 2.687525563877347e-08]
Orphanet:101006	high	01-disease-subtype	[0.9999761924241688, 2.380323098392925e-05, 4.344847146664483e-09]
Orphanet:101007	high	01-disease-subtype	[0.9999654442731506, 3.447731496419136e-05, 7.841188541217458e-08]
Orphanet:101008	high	01-disease-subtype	[0.9999820089204251, 1.793467083453206e-05, 5.640874041083676e-08]
Orphanet:101009	high	01-disease-subtype	[0.9995958366941397, 0.0004041143501429986, 4.8955717284389946e-08]
Orphanet:101010	high	01-disease-subtype	[0.9994647021566487, 0.0005352887305127981, 9.112838601774251e-09]
Orphanet:101011	high	01-disease-subtype	[0.9997527244845433, 0.00024726859872942024, 6.9167273878624835e-09]
Orphanet:101016	high	01-disease-subtype	[0.9987705321088953, 0.0012294111621811538, 5.6728923342770646e-08]
Orphanet:101033	high	01-disease-subtype	[0.9987617999956824, 0.001237146736898342, 1.053267419309659e-06]
Orphanet:101042	high	01-disease-subtype	[0.9972724831779841, 0.002586332881796053, 0.00014118394021978334]
Orphanet:101049	high	01-disease-subtype	[0.9993771413662106, 0.0006228410280798213, 1.7605709579580453e-08]
Orphanet:101050	high	01-disease-subtype	[0.9998901156672989, 0.0001098667501856732, 1.7582515464612722e-08]
Orphanet:101052	high	01-disease-subtype	[0.9998772662284309, 0.0001225650463390821, 1.687252300585277e-07]
Orphanet:101063	high	01-disease-subtype	[0.9976444474600589, 0.002321237454858121, 3.431508508295844e-05]
Orphanet:101075	high	01-disease-subtype	[0.9999723986976247, 2.7576350340604764e-05, 2.495203472198576e-08]
Orphanet:101076	high	01-disease-subtype	[0.9999938123804252, 6.184297487810912e-06, 3.3220869894660835e-09]
Orphanet:101077	high	01-disease-subtype	[0.9999642113922134, 3.577850290907127e-05, 1.0104877749232173e-08]
Orphanet:101078	high	01-disease-subtype	[0.9999880205568019, 1.197177839748183e-05, 7.664800644266849e-09]
Orphanet:101088	high	01-disease-subtype	[0.9995901457111761, 0.000409822523628433, 3.1765195332058355e-08]
Orphanet:101097	high	01-disease-subtype	[0.9989876853893821, 0.0010122993463407073, 1.5264277084952788e-08]
Orphanet:101102	high	01-disease-subtype	[0.9999074321384319, 9.256333480427481e-05, 4.526763706271968e-09]
Orphanet:101150	high	01-disease-subtype	[0.9999356713560319, 6.432796358680336e-05, 6.803813493081529e-10]
Orphanet:1014	medium	02-disease-root	[0.00018268954763087827, 0.9998172714309899, 3.902137931267856e-08]
Orphanet:101435	low	03-disease-area	[1.1056178547785111e-08, 1.8540355034277164e-06, 0.999998134908318]
Orphanet:101685	medium	02-disease-root	[0.0002746912208846578, 0.9977726692679777, 0.0019526395111377254]
Orphanet:1018	high	01-disease-subtype	[0.9997266286337951, 0.00027337031360340967, 1.0526015476698353e-09]
Orphanet:101940	low	03-disease-area	[5.641555035530749e-08, 0.0003329311990981705, 0.9996670123853515]
Orphanet:101953	low	03-disease-area	[1.768623835817157e-06, 0.0006743083966582675, 0.9993239229795058]
Orphanet:101960	low	03-disease-area	[6.095864638181321e-06, 0.00015715283433347509, 0.9998367513010284]
Orphanet:101972	low	03-disease-area	[1.331515608642376e-05, 0.0001601393490558892, 0.9998265454948576]
Orphanet:101988	low	03-disease-area	[2.1694956026581345e-06, 8.257599176823445e-05, 0.9999152545126292]
Orphanet:101992	medium	02-disease-root	[0.0004285793456868172, 0.9981473217019861, 0.001424098952327121]
Orphanet:102010	high	01-disease-subtype	[0.9991767172619928, 0.0007923843161287887, 3.089842187862508e-05]
Orphanet:102014	high	01-disease-subtype	[0.9981029367414846, 0.0007226635912918778, 0.001174399667223497]
Orphanet:102020	low	03-disease-area	[6.579017828015916e-06, 0.00013546518158059727, 0.9998579558005914]
Orphanet:1021	medium	02-disease-root	[0.001453082545617867, 0.9985468895782468, 2.7876135294034042e-08]
Orphanet:1023	high	01-disease-subtype	[0.9987144506909527, 0.001285502968895613, 4.634015176787315e-08]
Orphanet:1028	medium	02-disease-root	[0.0006517465069254096, 0.9993481731928316, 8.030024294270449e-08]
Orphanet:1034	medium	02-disease-root	[0.0018035819814990798, 0.9981948498922524, 1.568126248449672e-06]
Orphanet:103912	high	01-disease-subtype	[0.9970767012229176, 0.0029183458866731383, 4.952890409212851e-06]
Orphanet:104006	medium	02-disease-root	[0.0008650447147254181, 0.9988567550543328, 0.00027820023094181476]
Orphanet:104009	medium	02-disease-root	[0.00020613821154289038, 0.9984378632952934, 0.0013559984931636462]
Orphanet:104013	medium	02-disease-root	[2.704608606008868e-05, 0.9970745392583645, 0.00289841465557527]
Orphanet:104078	high	01-disease-subtype	[0.9977132846445894, 0.0022577538643056313, 2.8961491104900242e-05]
Orphanet:1044	high	01-disease-subtype	[0.9999381243301, 6.187004676629804e-05, 5.623133683059818e-09]
Orphanet:1046	medium	02-disease-root	[0.0010142996460909565, 0.998966079451417, 1.962090249222022e-05]
Orphanet:1048	medium	02-disease-root	[0.0022521380885421084, 0.9977329932567887, 1.4868654669298697e-05]
Orphanet:1064	high	01-disease-subtype	[0.9976507212025955, 0.0023490609238733698, 2.1787353126187458e-07]
Orphanet:1065	high	01-disease-subtype	[0.9993342406939407, 0.0006657428319486197, 1.6474110651287185e-08]
Orphanet:1067	high	01-disease-subtype	[0.9999811272328246, 1.8545775887933606e-05, 3.2699128755809106e-07]
Orphanet:1068	high	01-disease-subtype	[0.9998843440838046, 0.00011562064242496954, 3.527377046071415e-08]
Orphanet:1069	high	01-disease-subtype	[0.9996410957048052, 0.000358561554354711, 3.4274084003542534e-07]
Orphanet:107	high	01-disease-subtype	[0.9995816352244112, 0.00041824887210273646, 1.1590348591762085e-07]
Orphanet:1071	high	01-disease-subtype	[0.9998979240603397, 0.00010206775297297268, 8.186687351125614e-09]
Orphanet:1072	high	01-disease-subtype	[0.9991199449032577, 0.0008799702860132839, 8.481072914413387e-08]
Orphanet:1074	high	01-disease-subtype	[0.9998434255955435, 0.0001561936942535059, 3.807102027876007e-07]
Orphanet:1077	high	01-disease-subtype	[0.9992282342570163, 0.0007717274925046303, 3.825047907358226e-08]
Orphanet:1078	medium	02-disease-root	[0.0015689841683104904, 0.9984309155912139, 1.0024047565073909e-07]
Orphanet:108987	low	03-disease-area	[2.514481255808792e-06, 0.00020333773929544455, 0.9997941477794487]
Orphanet:1094	medium	02-disease-root	[0.0007617740653575525, 0.9989861479724395, 0.00025207796220289106]
Orphanet:1101	medium	02-disease-root	[0.0008089645428359283, 0.9991820613149, 8.974142264192245e-06]
Orphanet:1110	medium	02-disease-root	[0.0018417351388838618, 0.9981579691489837, 2.9571213239685124e-07]
Orphanet:1112	medium	02-disease-root	[0.0013197620486304436, 0.9986800617088868, 1.7624248277313872e-07]
Orphanet:1113	medium	02-disease-root	[0.0019496037426996963, 0.998050344470018, 5.1787282598990595e-08]
Orphanet:1116	high	01-disease-subtype	[0.9994540896748676, 0.0005438603443728135, 2.049980759581341e-06]
Orphanet:1117	medium	02-disease-root	[0.0026228201425179264, 0.9973724207272078, 4.7591302742694905e-06]
Orphanet:1118	high	01-disease-subtype	[0.9978193062254691, 0.002162252281121396, 1.844149340959585e-05]
Orphanet:1120	medium	02-disease-root	[0.0032096225757520082, 0.9967876319546098, 2.745469638132395e-06]
Orphanet:1121	high	01-disease-subtype	[0.9992100983650212, 0.0007892588875654641, 6.427474133301067e-07]
Orphanet:1122	high	01-disease-subtype	[0.9975590904359021, 0.002438274337163063, 2.6352269348460752e-06]
Orphanet:1123	medium	02-disease-root	[0.0007348312704697537, 0.9992571910369656, 7.977692564697245e-06]
Orphanet:1129	medium	02-disease-root	[0.0002359341385586928, 0.9997638467512437, 2.1911019753288416e-07]
Orphanet:113	high	01-disease-subtype	[0.9986413438368706, 0.0013585593721006733, 9.679102886646124e-08]
Orphanet:1130	medium	02-disease-root	[5.366939988508067e-05, 0.9999430519706467, 3.2786294682709396e-06]
Orphanet:1135	medium	02-disease-root	[0.00018451487190975483, 0.9998114742672556, 4.010860834563965e-06]
Orphanet:1136	high	01-disease-subtype	[0.9981507854357692, 0.0018490639240593683, 1.5064017135158717e-07]
Orphanet:1143	high	01-disease-subtype	[0.9995992034892178, 0.00040062581373280054, 1.7069704940912899e-07]
Orphanet:1144	high	01-disease-subtype	[0.9982673338818856, 0.0017326640983473497, 2.0197670461457323e-09]
Orphanet:1145	high	01-disease-subtype	[0.9999978561434717, 2.1437613852799907e-06, 9.514298286529577e-11]
Orphanet:1150	high	01-disease-subtype	[0.9984043949535123, 0.0015955959693716318, 9.077116181688618e-09]
Orphanet:1154	high	01-disease-subtype	[0.9995476565477674, 0.00045233252943889296, 1.0922793642537068e-08]
Orphanet:1168	high	01-disease-subtype	[0.9999996813863261, 3.181464592394903e-07, 4.672144770202391e-10]
Orphanet:1170	high	01-disease-subtype	[0.9999662787381117, 3.3720443973877264e-05, 8.179143964077358e-10]
Orphanet:1171	high	01-disease-subtype	[0.9995455079948643, 0.00045445273834320346, 3.926679244906595e-08]
Orphanet:1173	high	01-disease-subtype	[0.9995548940339887, 0.00044510495010335275, 1.0159078917535643e-09]
Orphanet:1174	medium	02-disease-root	[0.0001476410498079038, 0.9998471217791703, 5.237171021738949e-06]
Orphanet:1178	medium	02-disease-root	[0.000956139497657253, 0.9982900455353421, 0.0007538149670007125]
Orphanet:1180	high	01-disease-subtype	[0.9993843843040604, 0.0006152858052128625, 3.298907266533126e-07]
Orphanet:1182	high	01-disease-subtype	[0.9979566728749336, 0.0020429296791381574, 3.9744592823891877e-07]
Orphanet:1185	medium	02-disease-root	[9.956317104856155e-05, 0.9998797958683214, 2.0640960630139683e-05]
Orphanet:1187	high	01-disease-subtype	[0.9999328740233815, 6.712586895848316e-05, 1.076600214146541e-10]
Orphanet:1188	high	01-disease-subtype	[0.9998454736844946, 0.00015438955692231206, 1.367585830947879e-07]
Orphanet:1192	high	01-disease-subtype	[0.9987390359845689, 0.001260551328686885, 4.126867443555491e-07]
Orphanet:1194	high	01-disease-subtype	[0.9996566999467018, 0.0003432834075923028, 1.664570591371329e-08]
Orphanet:1195	high	01-disease-subtype	[0.9999931212838091, 6.878386226140143e-06, 3.299645929969714e-10]
Orphanet:1200	medium	02-disease-root	[0.0013971678162056202, 0.998579284145153, 2.3548038641366527e-05]
Orphanet:1217	high	01-disease-subtype	[0.9982411169679161, 0.0017581773415646757, 7.056905193476012e-07]
Orphanet:122	high	01-disease-subtype	[0.9914559375810523, 0.008544061633740033, 7.852074890144148e-10]
Orphanet:1229	medium	02-disease-root	[0.0005340673291727873, 0.999463159786071, 2.772884756230967e-06]
Orphanet:123	high	01-disease-subtype	[0.9996883886710598, 0.00031158681972414277, 2.4509216242437877e-08]
Orphanet:124	high	01-disease-subtype	[0.9996735964753304, 0.0003262891206549968, 1.1440401459218235e-07]
Orphanet:1243	high	01-disease-subtype	[0.9991809436681333, 0.0008178342540503471, 1.2220778163872782e-06]
Orphanet:1246	medium	02-disease-root	[0.000568945954575844, 0.999427574386164, 3.479659260196519e-06]
Orphanet:1248	medium	02-disease-root	[0.001325842268215311, 0.9986647255920487, 9.432139736205341e-06]
Orphanet:1256	high	01-disease-subtype	[0.9999386858835259, 6.123478259721193e-05, 7.933387700053551e-08]
Orphanet:1258	medium	02-disease-root	[4.236526626554808e-06, 0.9999852493884549, 1.051408491844755e-05]
Orphanet:1259	high	01-disease-subtype	[0.9998264512544485, 0.00017321858882617436, 3.3015672515846315e-07]
Orphanet:1266	medium	02-disease-root	[0.0012307133169917994, 0.9987585560443606, 1.073063864756732e-05]
Orphanet:1275	medium	02-disease-root	[0.0005459996449231, 0.9994534798744165, 5.204806605271998e-07]
Orphanet:1276	high	01-disease-subtype	[0.9996297276131935, 0.00037013778126942484, 1.346055373009978e-07]
Orphanet:1277	medium	02-disease-root	[0.001143319820009748, 0.998852974840855, 3.705339135188212e-06]
Orphanet:1278	medium	02-disease-root	[0.0021296204901003475, 0.9978703120894784, 6.742042135245154e-08]
Orphanet:1292	medium	02-disease-root	[0.0025890787236477145, 0.997407846486689, 3.074789663263478e-06]
Orphanet:1295	medium	02-disease-root	[0.0019209271743660134, 0.9980788673919345, 2.0543369967238913e-07]
Orphanet:1297	medium	02-disease-root	[0.0016097009049504127, 0.9983902842231354, 1.4871914183828061e-08]
Orphanet:1299	medium	02-disease-root	[0.00236547400938637, 0.9976058067252864, 2.8719265327343688e-05]
Orphanet:13	high	01-disease-subtype	[0.999115446402075, 0.0008844416687904921, 1.1192913454987904e-07]
Orphanet:1325	medium	02-disease-root	[0.0008853296708808958, 0.9991033690140182, 1.1301315100733489e-05]
Orphanet:1331	high	01-disease-subtype	[0.9999790903414951, 2.09081173341514e-05, 1.5411706328439506e-09]
Orphanet:1334	medium	02-disease-root	[0.0029147085023500845, 0.9970846043719014, 6.871257484888493e-07]
Orphanet:1335	medium	02-disease-root	[0.00036815155883997055, 0.9996210582043142, 1.0790236845790146e-05]
Orphanet:1338	medium	02-disease-root	[4.669809291553115e-05, 0.9999523447193167, 9.571877676806019e-07]
Orphanet:1344	high	01-disease-subtype	[0.9996503855953663, 0.00034935566533464554, 2.5873929901840084e-07]
Orphanet:1345	high	01-disease-subtype	[0.999529000605758, 0.0004709907545886756, 8.639653278814715e-09]
Orphanet:135	medium	02-disease-root	[0.0001218752896971559, 0.9998776865992393, 4.3811106350583906e-07]
Orphanet:1354	medium	02-disease-root	[0.00015748271462811067, 0.9997945399838819, 4.797730149009747e-05]
Orphanet:1355	medium	02-disease-root	[0.00030222221639292235, 0.9996976602035141, 1.175800928022248e-07]
Orphanet:1358	medium	02-disease-root	[0.0022768911355973056, 0.9977228126545864, 2.962098161962534e-07]
Orphanet:136	medium	02-disease-root	[0.002398915207609183, 0.9976010808431828, 3.949208096325583e-09]
Orphanet:1368	medium	02-disease-root	[0.0004024540383560323, 0.9995968993414447, 6.466201992639145e-07]
Orphanet:1369	high	01-disease-subtype	[0.9997198902943828, 0.00028003210552055664, 7.760009684124505e-08]
Orphanet:1373	medium	02-disease-root	[0.002782205786257558, 0.9972172594717155, 5.347420270747372e-07]
Orphanet:1375	high	01-disease-subtype	[0.9977636421111428, 0.002236001528382623, 3.563604747038117e-07]
Orphanet:1376	high	01-disease-subtype	[0.9986210123909981, 0.001378704649901801, 2.829591000200816e-07]
Orphanet:137608	high	01-disease-subtype	[0.999655673959726, 0.0003424366349820965, 1.8894052919907457e-06]
Orphanet:137622	medium	02-disease-root	[0.0006062682427408281, 0.9993934488092918, 2.8294796730785456e-07]
Orphanet:137628	high	01-disease-subtype	[0.9979386381306108, 0.0020554264576171538, 5.9354117720399265e-06]
Orphanet:137631	high	01-disease-subtype	[0.9995250010341554, 0.0004749878350127032, 1.1130831997359426e-08]
Orphanet:137634	medium	02-disease-root	[0.0007382121980666241, 0.9992487540619792, 1.3033739954193518e-05]
Orphanet:137639	high	01-disease-subtype	[0.9976799347229336, 0.002319368283999432, 6.969930669766652e-07]
Orphanet:137653	high	01-disease-subtype	[0.9984508621797225, 0.0015490457986554768, 9.20216221616644e-08]
Orphanet:137658	high	01-disease-subtype	[0.9977137957494951, 0.0022861060380257653, 9.821247921043776e-08]
Orphanet:137667	medium	02-disease-root	[0.0007293271545650587, 0.9992387994832209, 3.18733622139162e-05]
Orphanet:137681	high	01-disease-subtype	[0.999988825775613, 1.1173542315136535e-05, 6.820719281520987e-10]
Orphanet:1377	high	01-disease-subtype	[0.9996352476926728, 0.0003647473296222929, 4.977704981810052e-09]
Orphanet:137754	high	01-disease-subtype	[0.9990309610570822, 0.0009679418055228179, 1.0971373949777354e-06]
Orphanet:137776	high	01-disease-subtype	[0.9999162573356037, 8.350717641907803e-05, 2.3548797724424425e-07]
Orphanet:137783	high	01-disease-subtype	[0.9996626021582978, 0.00033728191532561244, 1.1592637648470696e-07]
Orphanet:137831	high	01-disease-subtype	[0.9998922351401209, 0.00010775835682817972, 6.5030509888971e-09]
Orphanet:137893	high	01-disease-subtype	[0.9998752338358757, 0.0001247644401913505, 1.7239328396236085e-09]
Orphanet:137898	high	01-disease-subtype	[0.999495773437314, 0.0005042215005192437, 5.062166910424373e-09]
Orphanet:137911	medium	02-disease-root	[0.0009208781852209075, 0.9990776018279881, 1.5199867911064482e-06]
Orphanet:1380	medium	02-disease-root	[0.0006436601471934371, 0.9993562629742245, 7.687858195916382e-08]
Orphanet:138041	medium	02-disease-root	[0.0011389984059329548, 0.9988400115636367, 2.0990030430378948e-05]
Orphanet:138047	medium	02-disease-root	[0.0019675025168062613, 0.9979748739536756, 5.762352951800975e-05]
Orphanet:138050	medium	02-disease-root	[0.001585167048288238, 0.9983990260609074, 1.5806890804359426e-05]
Orphanet:138055	medium	02-disease-root	[0.0026742391504074097, 0.9973238868392919, 1.8740103007148616e-06]
